"names","importance"
"pcr",0.188024338201701
"precipitation",0.00760578181931844
"temperature",0.00938314045927639
"referencePotET",0.00938363510245871
"desalinationAbstraction",0.000710845025479804
"surfaceWaterInf",0.00183981733204726
"snowCoverSWE",0.00403051736115341
"directRunoff",0.0121414386291375
"snowFreeWater",0.00417313887567751
"industryWaterWithdrawal",0.00258428839467639
"interflowTotal",0.0173048238762839
"totalGroundwaterAbstraction",0.00435314679675372
"domesticWaterWithdrawal",0.003668679976705
"surfaceWaterAbstraction",0.00395244512632495
"storUppTotal",0.00920097130572564
"totalEvaporation",0.0176405142221079
"livestockWaterWithdrawal",0.00446648885484782
"fossilGroundwaterAbstraction",0.00323972550246337
"storGroundwater",0.00462614692374796
"gwRecharge",0.0707324377159317
"baseflow",0.00601066159020357
"irrigationWaterWithdrawal",0.00489404670574683
"surfaceWaterStorage",0.0091538765571775
"storLowTotal",0.0305482433504122
"nonIrrWaterConsumption",0.00355864603917287
"airEntry1",0.0119657758189913
"airEntry2",0.00903175774639543
"aqThick",0.0066621233143217
"area_pcr",0.00745668688346657
"aridityIdx",0.129804510342904
"bankArea",0.0152064787291256
"bankDepth",0.032736407766736
"bankWidth",0.0172761578372739
"demAverage",0.00639224748710201
"forestFraction",0.0277146723494923
"groundwaterDepth",0.0125503126202373
"KSat1",0.00553197539592783
"KSat2",0.00471999207011458
"kSatAquifer",0.00474809247566707
"percolationImp",0.00423490402057376
"poreSize1",0.00614852547361356
"poreSize2",0.00655051439009108
"recessionCoeff",0.00801133042433493
"resWC1",0.00380916212456209
"resWC2",0.00517334379753141
"satWC1",0.00967824714016302
"satWC2",0.00567739531237186
"slopeLength",0.00895618018880668
"specificYield",0.00535737413795098
"storage2",0.00372496089071481
"storDepth1",0.0038235953756273
"tanSlope",0.0173624146784984
