grdc_no,wmo_reg,sub_reg,river,station,country,lat,lon,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
3662300,3,3621,"ANHANDUI, RIO",DELFINO COSTA,BR,-21.6144,-53.0511,13590,323,1976,2020,45,2.823152315,1976,1985,10,6.25,1976,2020,45,170.903,5.389597008,396.5855046
2517700,2,2171,GINT,KHOROG,TJ,37.53,71.52,13700,2070,,,,,1940,1985,46,0,1940,1985,46,104.365,3.29125464,240.237565
3650205,3,3503,"GURUPI, RIO",FAZENDA RURAL ZEBU,BR,-3.3411,-46.8769,14240,-999,1980,2019,40,16.05042609,1981,1985,5,9.259259259,1980,2019,40,120.352,3.795420672,266.5323506
6695250,6,6951,EUPHRATES RIVER,BAGISTAS,TR,39.45,38.483333,15562,-999,1975,1986,12,36.36137382,1975,1985,11,39.02439024,1975,1986,12,166.3,5.2444368,337.0027503
3652050,3,3529,"VASA BARRIS, RIO",FAZENDA BELEM,BR,-10.94306,-37.34694,15740,19,1944,2020,77,0.893567759,1971,1985,15,2.298850575,1944,2020,77,12.741,0.401800176,25.52733011
6692100,6,6921,ORONTES RIVER,DEMIRKOEPRUE,TR,36.283333,36.3,16170,-999,1975,1986,12,36.43603783,1975,1985,11,39.02439024,1975,1986,12,39.394,1.242329184,76.82926308
2517820,2,2171,BARTANG,BARCHADIV,TJ,38.3,72.48,16700,2800,,,,,1940,1985,46,7.789855072,1940,1985,46,45.29,1.42826544,85.52487665
1931710,1,1311,WHITE VOLTA,BISSIGA,BF,12.75,-1.15,16965,-999,,,,,1976,1985,10,5.833333333,1976,1985,10,4.41,0.13907376,8.197687003
2550450,2,2501,SUNKOSHI NADI,KAMPUGHAT,NP,26.87,86.82,17600,200,,,,,1966,1985,20,0,1966,1985,20,767.092,24.19101331,1374.489393
6975500,6,6751,UNZHA,MAKARYEV,RU,57.879722,43.806944,18500,86,,,,,1896,1985,90,0,1896,1985,90,159.8,5.0394528,272.4028541
6687900,6,6871,CH'OROKHI,KARSIKOEY,TR,41.455,41.714722,19654,-999,1975,1986,12,36.36137382,1975,1985,11,39.02439024,1975,1986,12,205.818,6.490676448,330.2470972
6975080,6,6751,VOLGA,STARITSA,RU,56.505,34.934167,21100,137,,,,,1891,1985,95,0.438596491,1891,1985,95,153.646,4.845380256,229.6388747
2517810,2,2171,BARTANG,NUSUR,TJ,38.3,72.4,21400,2500,,,,,1969,1985,17,0,1969,1985,17,81.921,2.583460656,120.7224606
3651680,3,3511,"PRETO, RIO",FAZENDA PORTO LIMPO,BR,-11.23556,-43.94944,22100,414,1977,2010,34,8.373420302,1977,1985,9,0,1977,2010,34,103.632,3.268138752,147.8795815
1931445,1,1311,BLACK VOLTA,TENADO,BF,12.17,-2.82,23700,-999,,,,,1976,1985,10,0,1976,1985,10,18.479,0.582753744,24.58876557
6695400,6,6951,MURAT NEHRI,PALU,TR,38.691667,39.928889,25447,-999,1975,1986,12,36.36137382,1975,1985,11,39.02439024,1975,1986,12,272.575,8.5959252,337.7971942
1931770,1,1311,WHITE VOLTA,NIAOGHO,BF,11.77,-0.75,30200,-999,,,,,1964,1985,22,18.32061069,1964,1985,22,22.318,0.703820448,23.30531285
1537180,1,1371,LOGONE,MOUNDOU,TD,8.53,16.07,33970,391,1983,1985,3,9.967845659,1935,1985,51,48.01324503,1935,1985,51,255.605,8.06075928,237.2905293
6688650,6,6880,YESILIRMAK,CARSAMBA,TR,41.198889,36.721944,35958,-999,1975,1986,12,27.25236436,1975,1985,11,29.26829268,1975,1986,12,186.563,5.883450768,163.6200781
3635610,3,3351,"ARIPUANA, RIO",BOM DESTINO,BR,-8.3747,-59.7717,40100,-999,1982,1989,8,9.575971731,1982,1985,4,0,1982,1989,8,1052.146,33.18047626,827.4432982
4103601,4,4031,TANANA RIVER,NEAR HARDING LAKE AK,US,64.4,-146.94,44651.6,-999,,,,,1969,1985,17,78.125,1969,1985,17,268.598,8.470506528,189.7021949
2902800,2,2021,KAMCHATKA,KLUCHI (KLYUCHI),RU,56.3,160.85,45600,12,,,,,1931,1985,55,0.757575758,1931,1985,55,780.49,24.61353264,539.7704526
3651678,3,3511,"GRANDE, RIO",BOQUEIRAO,BR,-11.35528,-43.84556,46300,401,1933,2020,88,0.450563993,1933,1985,53,6.4,1933,2020,88,263.827,8.320048272,179.6986668
6213600,6,6131,TAGUS RIVER,ALCANTARA,ES,39.76458,-6.8019,46487,121,1914,1931,18,4.964314036,1915,1985,71,8.844339623,1914,1985,72,139.845,4.41015192,94.86849915
6983350,6,6831,KUBAN',TIKHOVSKY,RU,45.191111,38.229167,48100,5,1936,2002,67,15.0580255,1911,1985,75,25.53191489,1911,2002,92,369.252,11.64473107,242.0942011
6976200,6,6761,VYATKA,KIROV,RU,58.596944,49.658333,48300,103.2,,,,,1878,1985,108,1.774691358,1878,1985,108,377.522,11.90553379,246.4913829
6975140,6,6751,OKA,KALUGA,RU,54.535833,36.270556,54900,117,,,,,1881,1985,105,0,1881,1985,105,291.282,9.185869152,167.320021
2423500,2,2231,"KARUN, RUDKHANEH-YE",AHVAZ,IR,31.333333,48.683333,60737,10,1950,2016,67,13.16684643,1894,1985,92,20.63636364,1894,2016,123,489.707,15.44339995,254.2667559
3660105,3,3601,"GRANDE, RIO",PORTO FELICIO (JUS. US. JAGUARA),BR,-19.96667,-47.5,63500,-999,,,,,1977,1985,9,40,1977,1985,9,1139.219,35.92641038,565.7702423
6781800,6,6812,DNIESTER,TIGHINA (BENDERY),MD,46.830556,29.471111,66100,2,1945,1984,40,0,1881,1985,105,46.66666667,1881,1985,105,318.601,10.04740114,152.0030429
6970681,6,6705,VYCHEGDA,SYKTYVKAR,RU,61.686668,50.818333,66900,-999,,,,,1924,1985,62,0,1924,1985,62,601.877,18.98079307,283.71888
1931475,1,1311,BLACK VOLTA,NOUMBIEL,BF,9.68,-2.77,79700,214,,,,,1975,1985,11,27.2,1975,1985,11,82.27,2.59446672,32.5529074
6680600,6,6801,DESNA,KOLYCHOVKA (CHERNIGOV),UA,51.416667,31.3,81400,104,,,,,1884,1985,102,3.032786885,1884,1985,102,324.849,10.24443806,125.8530475
2416202,2,2161,SYR DARYA,KAL,KG,40.88,71.45,90000,378,,,,,1936,1985,50,0,1936,1985,50,445.07,14.03572752,155.952528
2179100,2,2791,LIAO HE,CHILING,CN,42.2,123.5,120764,-999,2004,2004,1,1.912568306,1938,1985,48,12.84722222,1938,2004,67,41.907,1.321579152,10.94348607
6976400,6,6761,BELAYA,BIRSK,RU,55.421111,55.542778,121000,70.4,,,,,1881,1985,105,0,1881,1985,105,847.338,26.72165117,220.8400923
2816203,2,2161,SYR DARYA,BEKABAD,UZ,40.22,69.27,142000,292,,,,,1936,1985,50,0,1936,1985,50,229.765,7.24586904,51.02724676
2906200,2,2061,SHILKA,SRETENSK,RU,52.25,117.72,175000,435,,,,,1896,1985,90,1.486988848,1896,1985,90,408.888,12.89469197,73.6839541
3651806,3,3511,"SAO FRANCISCO, RIO",BOM JESUS DA LAPA,BR,-13.25694,-43.43917,271000,420,1940,2020,81,0.706967213,1978,1985,8,0,1940,2020,81,2027.246,63.93122986,235.9085973
6955430,6,6551,NEVA,NOVOSARATOVKA,RU,59.837222,30.529444,281000,-999,1945,2011,67,0,1859,1985,127,1.24671916,1859,2011,153,2444.36,77.08533696,274.3250426
1537300,1,1371,CHARI,BOUSSO,TD,10.48,16.72,450000,325,1984,1985,2,13.35616438,1936,1985,50,50.85910653,1936,1985,50,845.186,26.6537857,59.23063488
3635040,3,3351,"MADEIRA, RIO",PORTO VELHO,BR,-8.7483,-63.9169,976000,42.5,1967,2020,54,1.03402608,1970,1985,16,0,1967,2020,54,18859.81,594.7629682,609.388287
2906700,2,2061,AMUR RIVER,KHABAROVSK,RU,48.43,135.05,1630000,24,1940,1987,48,0.969655487,1896,1985,90,0.92936803,1896,1987,92,8206.747,258.8079734,158.7778978
6864050,6,6642,STRUMA RIVER,MARINO POLE,BG,41.416668,23.35,10243,-999,1978,1986,9,0,1978,1986,9,0,1978,1986,9,69.841,2.202505776,215.0254589
1993480,1,1931,BUA RIVER,S53-ROADBRIDGE (65312601),MW,-12.783333,34.183333,10659,-999,1974,1991,18,27.78225157,1985,1986,2,0,1974,1991,18,45.714,1.441636704,135.2506524
1931340,1,1311,BOUGOURIBA,DIEBOUGOU,BF,10.93,-3.17,12200,240,,,,,1963,1986,24,9.473684211,1963,1986,24,24.748,0.780452928,63.97155148
3308300,3,3081,MAZARUNI RIVER,APAIKWA,GY,6.38,-60.38,14000,-999,1978,1995,18,7.575296623,1978,1986,9,11.11111111,1978,1995,18,774.607,24.42800635,1744.857597
6667300,6,6670,GEDIZ NEHRI,MANISA,TR,38.619583,27.430834,15616,-999,1975,1986,12,26.48083624,1975,1986,12,26.51515152,1975,1986,12,62.228,1.962422208,125.6674057
3649614,3,3491,"MORTES, RIO DAS",TORIQUEJE,BR,-15.2486,-53.0553,17160,339,1967,2019,53,0.660746379,1968,1986,19,3.947368421,1967,2019,53,361.502,11.40032707,664.3547245
2180750,2,2801,YILUO HE,HEISHIGUAN,CN,34.72,112.93,18600,-999,,,,,1934,1986,53,25.2782194,1934,1986,53,100.421,3.166876656,170.2621858
6865600,6,6651,MARITSA RIVER,SVILENGRAD,BG,41.766666,26.200001,20857,-999,1978,1986,9,0,1978,1986,9,0,1978,1986,9,102.777,3.241175472,155.3998884
3650750,3,3500,"PIRANHAS, RIO",JARDIM DE PIRANHAS,BR,-6.3781,-37.3525,21350,115,1962,2020,59,6.958919475,1962,1986,25,0,1962,2020,59,55.886,1.762420896,82.5489881
6667100,6,6670,KOCASU,AKCASUSURLUK,TR,40.299583,28.438334,21611,-999,1975,1986,12,27.25236436,1975,1986,12,27.27272727,1975,1986,12,150.991,4.761652176,220.3346525
6970802,6,6701,KEM',SHOMBA,RU,65.1,33.1,24700,-999,,,,,1960,1986,27,0,1960,1986,27,249.774,7.876872864,318.9017354
6665100,6,6651,MARITSA RIVER,MERIC KOEP,TR,41.192501,26.417917,27251,-999,1975,1986,12,36.36137382,1975,1986,12,36.36363636,1975,1986,12,191.851,6.050213136,222.0180227
2550200,2,2501,ARUN RIVER,TURKEGHAT,NP,27.33,87.19,28200,414,,,,,1976,1986,11,0,1976,1986,11,422.512,13.32433843,472.4942706
4105810,4,4053,SUSITNA RIVER,SUNSHINE AK,US,62.1778,-150.1772,28749,82.296,1981,2020,40,73.80015192,1981,1986,6,0,1981,2020,40,706.284,22.27337222,774.7529383
2903470,2,2031,SINYAYA,PESCHANOYE,RU,61.3,126.92,30400,-999,,,,,1944,1986,43,9.496124031,1944,1986,43,43.689,1.377776304,45.32158895
3650202,3,3503,"GURUPI, RIO",ALTO BONITO,BR,-1.8006,-46.3161,31850,-999,1972,2020,49,1.023852385,1972,1986,15,3.571428571,1972,2020,49,475.946,15.00943306,471.2537851
2186901,2,2861,BEI JIANG,SHIJIAO,CN,23.57,112.95,38363,-999,2004,2004,1,0,1954,1986,33,0,1954,2004,51,571.423,18.02039573,469.7337468
3669700,3,3691,URUGUAY RIVER,MARCELINO RAMOS,BR,-27.46111,-51.90444,41267,354,1939,1999,61,2.083988322,1939,1986,48,1.943462898,1939,1999,61,905.89,28.56814704,692.2758388
2182100,2,2821,HAN SHUI,ANKANG,CN,32.68,109.02,41400,-999,,,,,1935,1986,52,11.05769231,1935,1986,52,661.67,20.86642512,504.0199304
2180500,2,2801,JING HE,ZHANGJIASHAN,CN,34.63,108.6,43200,-999,,,,,1932,1986,55,6.727828746,1932,1986,55,61.753,1.947442608,45.07969
2106600,2,2061,SONGHUA JIANG,JILIN,CN,43.88,126.53,44100,-999,,,,,1933,1986,54,25.07788162,1933,1986,54,430.997,13.59192139,308.2068343
1931460,1,1311,BLACK VOLTA,OUESSA,BF,11.02,-2.82,50820,-999,,,,,1969,1986,18,16.66666667,1969,1986,18,43.715,1.37859624,27.12704132
3649412,3,3491,"ARAGUAIA, RIO",ARAGUAIANA,BR,-15.7381,-51.8281,50930,278,1974,2020,47,0.153094271,1974,1986,13,2.054794521,1974,2020,47,849.619,26.79358478,526.086487
1537200,1,1371,LOGONE,LAI,TD,9.4,16.3,56700,350,1983,1986,4,12.77372263,1948,1986,39,43.95604396,1948,1986,39,322.086,10.1573041,179.1411657
3649619,3,3491,"MORTES, RIO DAS",SANTO ANTONIO DO LEVERGER,BR,-12.2919,-50.9636,59163,205,1969,2020,52,0.175728207,1969,1986,18,11.11111111,1969,2020,52,874.359,27.57378542,466.0646929
2903425,2,2031,LENA,UST-KUT,RU,56.77,105.65,71400,-999,,,,,1936,1986,51,77.2875817,1936,1986,51,356.779,11.25138254,157.5823886
1537150,1,1371,LOGONE,BONGOR,TD,10.27,15.42,73700,321,1983,1986,4,5.644402634,1948,1986,39,26.04856512,1948,1986,39,190.074,5.994173664,81.33207142
1537480,1,1371,OUHAM,MANDA,TD,9.08,18.2,80000,-999,1983,1986,4,5.565693431,1983,1986,4,5.555555556,1983,1986,4,124.301,3.919956336,48.9994542
1159500,1,1591,VAAL RIVER,DE HOOP 65,ZA,-28.498889,24.603056,120982,-999,1909,2001,93,1.713553463,1909,1986,78,30.73593074,1909,2001,93,1.137,0.035856432,0.296378238
1992710,1,1921,SHIRE RIVER,MATOPE,MW,-15.39,34.92,133700,-999,1985,1986,2,0,1985,1986,2,0,1985,1986,2,670.421,21.14239666,158.1331089
1992790,1,1921,SHIRE RIVER,CHIKWAWA-MITOLE,MW,-16.03,34.81,138600,-999,1985,1986,2,0,1985,1986,2,0,1985,1986,2,789.411,24.8948653,179.6166327
1537500,1,1371,CHARI,SARH(FORT ARCHAMBAULT),TD,9.15,18.42,193000,355,1983,1986,4,1.952723535,1938,1986,49,32.24137931,1938,1986,49,67.521,2.129342256,11.03286143
2186800,2,2861,XI JIANG,WUZHOU 3,CN,23.48,111.3,329705,-999,2004,2004,1,0,1915,1986,72,36.57407407,1915,2004,90,5291.284,166.8659322,506.1067689
1537130,1,1371,CHARI,MAILAO,TD,11.58,15.28,500000,-999,1983,1986,4,14.32481752,1983,1986,4,11.11111111,1983,1986,4,94.123,2.968262928,5.936525856
2181600,2,2811,YANGTZE RIVER,YICHANG,CN,30.66,111.23,1010000,-999,,,,,1877,1986,110,0.911161731,1877,1986,110,14280.153,450.338905,445.880104
2181800,2,2811,YANGTZE RIVER,HANKOU,CN,30.58,114.28,1488036,29,,,,,1865,1986,122,1.161202186,1865,1986,122,23388.413,737.5769924,495.6714706
2911230,2,2111,AYAT,VARVARINKA,RU,52.97,62.2,10300,-999,,,,,1952,1987,36,13.72093023,1952,1987,36,4.195,0.13229352,12.84403107
2311820,2,2111,BUQTYRMA,LESNAYA PRISTAN,KZ,49.82,84.33,10700,-999,,,,,1954,1987,34,0,1954,1987,34,203.409,6.414706224,599.5052546
2910150,2,2101,PIM,PIM,RU,61.63,72.15,11800,-999,,,,,1956,1987,32,13.80208333,1956,1987,32,86.348,2.723070528,230.7686888
3649459,3,3491,"CAIAPO, RIO",PERES,BR,-15.8897,-51.8528,12084,-999,1971,2019,49,8.086482806,1971,1987,17,4.663212435,1971,2019,49,202.883,6.398118288,529.4702324
2311485,2,2111,SHIDERTI,EKIBASTUZSKY,KZ,52,74.9,12100,-999,,,,,1936,1987,52,54.58937198,1936,1987,52,2.244,0.070766784,5.848494545
3469150,3,3691,"YI, RIO",PASO DEL BOTE,UY,-33.22,-56.9,12668,-999,1978,1987,10,29.65726921,1978,1987,10,28.57142857,1978,1987,10,329.423,10.38868373,820.0729182
2311310,2,2111,TOBOL,GRISHENKA,KZ,52.38,61.7,13400,-999,,,,,1937,1987,51,19.14191419,1937,1987,51,8.007,0.252508752,18.84393672
2997110,2,2971,TROM' 'YEGAN,ERMAKOVO,RU,64.8,74.05,13500,-999,,,,,1955,1987,33,3.282828283,1955,1987,33,113.541,3.580628976,265.231776
2311510,2,2111,SHAR,KARPOVKA,KZ,49.97,80.77,13680,-999,,,,,1978,1987,10,16.94915254,1978,1987,10,5.263,0.165973968,12.1326
2311480,2,2111,SILETI,IZOBILNY,KZ,52.48,73.27,14600,-999,,,,,1957,1987,31,18.9701897,1957,1987,31,5.988,0.188837568,12.93408
2908150,2,2081,IRKUT,IRKUTSK,RU,52.28,104.28,15000,-999,,,,,1927,1987,61,0,1927,1987,61,139.23,4.39075728,292.717152
4206600,4,4061,TAKU RIVER,NEAR TULSEQUAH,CA,58.64,-133.54,15500,-999,1953,1987,35,11.57495256,1953,1987,35,13.01204819,1953,1987,35,270.131,8.518851216,549.6033043
1934715,1,1341,FAGA,LIPTOUGOU,BF,12.68,-0.27,15700,-999,,,,,1973,1987,15,27.77777778,1973,1987,15,8.595,0.27105192,17.2644535
2311309,2,2111,TOBOL,NOVOIL'INOVKA,KZ,52.63,62.7,16100,-999,,,,,1965,1987,23,53.09090909,1965,1987,23,3.635,0.11463336,7.120084472
2311360,2,2111,QALQOTAN,QALAOTAN,KZ,51.95,69.45,16500,-999,,,,,1937,1987,51,59.27750411,1937,1987,51,7.608,0.239925888,14.54096291
6227500,6,6270,"JUCAR, RIO",MASIA DE POMPO,ES,39.12558,-0.64545,17821,54,1912,2017,106,21.03409885,1912,1987,76,4.429678848,1912,2017,106,37.912,1.195592832,67.0889867
6970803,6,6701,KEM',YUSHKOZERO,RU,64.78,32.116667,19800,88,,,,,1928,1987,60,3.38028169,1928,1987,60,191.044,6.024763584,304.2809891
1931725,1,1311,WHITE VOLTA,WAYEN,BF,12.38,-1.08,20880,-999,,,,,1955,1987,33,27.41116751,1955,1987,33,7.478,0.235826208,11.29435862
2186950,2,2862,DONG JIANG,BOLUO,CN,23.17,114.3,25325,7,2004,2004,1,0.546448087,1953,1987,35,0,1953,2004,52,344.996,10.87979386,429.606865
2907048,2,2071,MALETA,MALETA,RU,50.83,108.4,25700,663,,,,,1954,1987,34,18.02469136,1954,1987,34,3.334,0.105141024,4.091090428
2901901,2,2010,AMGUEMA,U MOSTA 174 KM,RU,67.42,178.4,26400,-999,,,,,1944,1987,44,10.22727273,1944,1987,44,271.121,8.550071856,323.8663582
2969087,2,2691,"MUN, NAM",SATUK,TH,15.3033,103.29,26800,-999,1979,1987,9,0,1980,1987,8,14.28571429,1979,1987,9,82.483,2.601183888,97.0591003
2910160,2,2101,AGAN,AGAN,RU,61.63,75.08,29700,-999,,,,,1960,1987,28,30.05952381,1960,1987,28,275.394,8.684825184,292.4183564
2311308,2,2111,TOBOL,SERGEJEVKA,KZ,52.95,63.2,30600,-999,,,,,1958,1987,30,21.11111111,1958,1987,30,5.218,0.164554848,5.377609412
2186900,2,2861,BEI JIANG,HENGSHI,CN,23.85,113.27,34013,27,,,,,1953,1987,35,0,1953,1987,35,1081.444,34.10441798,1002.687737
6458550,6,6581,BUG,WYSZKOW,PL,52.58833333,21.45277778,38394.5,81.405,2017,2020,4,0,1920,1987,68,0,1920,2020,101,107.72,3.39705792,88.47772259
2311307,2,2111,TOBOL,KUSTANAY,KZ,53.2,63.65,44800,-999,,,,,1936,1987,52,0.961538462,1936,1987,52,12.344,0.389280384,8.689294286
6457700,6,6571,ODER RIVER,POLECKO,PL,52.0525,14.89222222,47164.9,32.61,2017,2020,4,0,1946,1987,42,0,1946,2020,75,164.031,5.172881616,109.6765098
2911451,2,2111,OM',NIKITINO,RU,55.03,74.1,51300,-999,,,,,1974,1987,14,0.617283951,1974,1987,14,52.4,1.6524864,32.21221053
2311109,2,2111,CHERNYY IRTYSH,BURAN,KZ,48,85.22,55900,-999,1938,1987,50,0,1938,1987,50,2,1938,1987,50,297.979,9.397065744,168.1049328
2311207,2,2111,ISHIM,DERJAVINSKOJE,KZ,51.03,66.37,76000,-999,,,,,1963,1987,25,9.121621622,1963,1987,25,28.426,0.896442336,11.79529389
2311206,2,2111,ISHIM,KAMENY KAR'ER,KZ,52.02,66.28,86200,-999,1970,1987,18,13.74543143,1947,1987,41,11.61825726,1947,1987,41,26.752,0.843651072,9.787135406
2311205,2,2111,ISHIM,ZAPADNOJE,KZ,53.08,66.75,90000,-999,,,,,1974,1987,14,9.756097561,1974,1987,14,58.82,1.85494752,20.610528
2311204,2,2111,ISHIM,NOVONIKOL'SKOJE,KZ,55.02,68.72,105000,-999,,,,,1971,1987,17,22.54901961,1971,1987,17,18.285,0.57663576,5.491769143
2311203,2,2111,ISHIM,SERGEJEVKA GES,KZ,53.87,67.43,109000,-999,,,,,1971,1987,17,0,1971,1987,17,55.369,1.746116784,16.01942004
2311200,2,2111,ISHIM,PETROPAVLOVSK,KZ,54.97,69.12,118000,86,,,,,1959,1987,29,12.93103448,1959,1987,29,46.724,1.473488064,12.48718698
3649414,3,3491,"ARAGUAIA, RIO",FAZENDA TELESFORO,BR,-11.9167,-50.6667,131600,200,1969,1996,28,11.66494312,1969,1987,19,0,1969,1996,28,1500.714,47.3265167,359.6239871
1196550,1,1961,LIMPOPO RIVER,BEITBRUG U/S,ZA,-22.224444,29.986944,201000,423,1955,1992,38,25.73121066,1955,1987,33,35.90425532,1955,1992,38,61.395,1.93615272,9.632600597
2969012,2,2691,MEKONG RIVER,SOP-KOK,TH,20.2417,100.1333,201000,355,1980,1987,8,35.49982338,1980,1987,8,35.48387097,1980,1987,8,2725.45,85.9497912,427.6109015
2311104,2,2111,IRTYSH,SEMIYARSKOJE,KZ,50.88,78.32,230000,-999,1960,1987,28,0,1960,1987,28,0,1960,1987,28,872.587,27.51790363,119.6430593
2311103,2,2111,IRTYSH,PAVLODAR,KZ,52.25,76.93,240000,-999,,,,,1981,1987,7,33.33333333,1981,1987,7,750.914,23.6808239,98.6700996
2311102,2,2111,IRTYSH,BOBROVSKY,KZ,53.22,75.68,244000,-999,,,,,1980,1987,8,29.67032967,1980,1987,8,600.395,18.93405672,77.59859311
3649416,3,3491,"ARAGUAIA, RIO",CONCEICAO DO ARAGUAIA,BR,-8.2694,-49.2594,320290,141,1969,2020,52,0.058482641,1969,1987,19,0,1969,2020,52,4739.667,149.4701385,466.671262
3649418,3,3491,"ARAGUAIA, RIO",XAMBIOA,BR,-6.4097,-48.5422,364500,118,1969,2019,51,0.016132502,1969,1987,19,4.245283019,1969,2019,51,5386.047,169.8543782,465.9928071
3649419,3,3491,"ARAGUAIA, RIO",ARAGUATINS,BR,-5.6344,-48.1297,376660,98,1974,2020,47,0.437300555,1974,1987,14,9.74025974,1974,2020,47,5915.523,186.5519333,495.2793855
2106500,2,2061,SONGHUA JIANG,HAERBIN,CN,45.77,126.58,391000,120,,,,,1898,1987,90,4.444444444,1898,1987,90,1209.492,38.14253971,97.55125246
2911098,2,2111,IRTYSH,UST-ISHIM,RU,57.7,71.17,564000,-999,1936,1987,52,40.88874849,1936,1987,52,15.86538462,1936,1987,52,1168.334,36.84458102,65.32727132
6970402,6,6700,PINEGA,SEVERNYY,RU,63,46.78,10200,-999,,,,,1964,1988,25,0,1964,1988,25,101.73,3.20815728,314.5252235
3206610,3,3061,"EREBATO, RIO",EL PERRO,VE,5.9,-64.49,11610,180,1978,1988,11,3.409656546,1978,1988,11,3.03030303,1978,1988,11,877.369,27.66870878,2383.179051
3469400,3,3691,"NEGRO, RIO",PASO PEREIRA,UY,-32.42,-55.2,11773,-999,1978,1988,11,3.225,1978,1988,11,7.633587786,1978,1988,11,176.218,5.557210848,472.0301408
6343100,6,6431,INN,WASSERBURG,DE,48.059301,12.234239,11960.4,420.45,1826,2019,194,0,1827,1988,162,0,1826,2019,194,354.324,11.17396166,934.2464854
2998710,2,2982,POGYNDEN,USTE INKULIVEMA,RU,68.47,163.93,12000,94,,,,,1960,1988,29,36.04651163,1960,1988,29,74.748,2.357252928,196.437744
6970103,6,6706,ONEGA,NADPOROZJSKY POGOST,RU,61.57,39.02,12800,-999,,,,,1885,1988,104,14.85943775,1885,1988,104,112.921,3.561076656,278.2091138
6970872,6,6702,KOVDA,KUMSKAYA GES,RU,66.37,31.1,13200,-999,,,,,1963,1988,26,0,1963,1988,26,136.542,4.305988512,326.2112509
2903647,2,2031,PELEDUY,SOL'ZAVOD,RU,59.83,112.4,13600,-999,,,,,1936,1988,53,0,1936,1988,53,49.238,1.552769568,114.1742329
3469200,3,3691,"TACUAREMBO, RIO",PASO DE LA LAGUNA,UY,-32.23,-55.4,14038,-999,1978,1988,11,5.226480836,1978,1988,11,3.787878788,1978,1988,11,235.996,7.442369856,530.1588443
6232900,6,6321,MUONIONJOKI,KALLIO,SE,67.2238,23.5488,14340,-999,1911,1988,78,0,1911,1988,78,0,1911,1988,78,159.545,5.03141112,350.8654895
4208792,4,4081,LESSER SLAVE RIVER,HIGHWAY NO. 2A,CA,55.29,-114.59,14400,-999,1962,1988,27,3.156354515,1963,1988,26,1.623376623,1962,1988,27,51.285,1.61732376,112.31415
2261500,2,2611,SITTANG RIVER,TOUNGOO,MM,18.92,96.47,14660,50,1978,2015,38,18.41631241,1978,1988,11,0,1978,2015,38,307.388,9.693787968,661.2406527
1931180,1,1311,BLACK VOLTA,NWOKUY,BF,12.52,-3.55,14800,-999,,,,,1956,1988,33,0,1956,1988,33,26.224,0.827000064,55.8783827
1234180,1,1341,GOROUBI,DIONGORE AMONT,NE,12.96,2.32,15350,-999,1962,1988,27,22.86900074,1962,1988,27,22.97734628,1962,1988,27,5.708,0.180007488,11.72687218
2998735,2,2982,OLOY,UTUCHAN,RU,65.67,162.43,15700,-999,,,,,1975,1988,14,14.28571429,1975,1988,14,113.341,3.574321776,227.6638074
3635410,3,3351,"JI-PARANA, RIO",SITIO BELA VISTA,BR,-11.6525,-61.215,16100,-999,1984,2020,37,17.78290993,1985,1988,4,40.54054054,1984,2020,37,375.481,11.84116882,735.476324
2901203,2,2011,ANADYR',LAMUTSKOYE,RU,65.55,168.87,16400,-999,,,,,1978,1988,11,51.2,1978,1988,11,n.a.,n.a.,n.a.
2901210,2,2011,TANYURER,TANURER,RU,64.83,174.28,18300,-999,,,,,1976,1988,13,58.38926174,1976,1988,13,n.a.,n.a.,n.a.
2901205,2,2011,MAYN,VAEGI,RU,64.17,171.03,18600,-999,,,,,1974,1988,15,53.44827586,1974,1988,15,n.a.,n.a.,n.a.
6970520,6,6703,VASHKA,RESHCHELSKOYE,RU,64.599998,46.150002,19000,-999,,,,,1931,1988,58,2.037845706,1931,1988,58,187.507,5.913220752,311.2221448
6342500,6,6421,DANUBE RIVER,INGOLSTADT,DE,48.754,11.422,20252,360.35,1923,2019,97,0,1931,1988,58,0,1923,2019,97,310.02,9.77679072,482.7568003
6970136,6,6704,WHITE SEA-BALTIC CANAL,PALAKORGSKAYA GES,RU,64.22,34.33,23600,-999,,,,,1967,1988,22,0,1967,1988,22,226.9,7.1555184,303.1999322
1308600,1,1081,"MOULOUYA, OUED",DAR EL CAID,MA,34.24,-3.32,24422,325,,,,,1957,1988,32,1.305483029,1957,1988,32,20.19,0.63671184,26.07124068
3206630,3,3061,"CAURA, RIO",DOS AGUAS,VE,5.97,-64.43,25000,173,1978,1988,11,8.885017422,1978,1988,11,7.575757576,1978,1988,11,1935.137,61.02648043,2441.059217
6970720,6,6705,VYM',POLOVNIKI,RU,62.492916,50.806667,25100,-999,,,,,1956,1988,33,0,1956,1988,33,261.536,8.247799296,328.5975815
2903660,2,2031,TOMPO,TOPOLINYI,RU,64.08,135.97,25500,-999,,,,,1975,1988,14,31.09756098,1975,1988,14,163.88,5.16811968,202.67136
6970869,6,6702,KOVDA,KNYAZHEGUBSKOYE GES,RU,66.87,32.38,25900,-999,1957,2006,50,26.00481875,1956,1988,33,0,1956,2006,51,273.971,8.639949456,333.5887821
