grdc_no,wmo_reg,sub_reg,river,station,country,lat,lon,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
4208491,4,4081,FINLAY RIVER,ABOVE AKIE RIVER,CA,57.127777,-125.25,16000,-999,1978,2019,42,0,1978,1993,16,0,1978,2019,42,256.367,8.084789712,505.299357
4208370,4,4081,YELLOWKNIFE RIVER,OUTLET OF PROSPEROUS LAKE,CA,62.545555,-114.16389,16300,-999,1937,2018,82,57.24262978,1937,1993,57,82.74336283,1937,2018,82,36.239,1.142833104,70.11246037
3633180,3,3331,"JURUA, RIO",TAUMATURGO,BR,-8.9344,-72.7892,16581,-999,1981,2019,39,8.489830629,1981,1993,13,0,1981,2019,39,415.419,13.10065358,790.1003307
4203820,4,4031,FORTYMILE RIVER,NEAR THE MOUTH,CA,64.397224,-140.61112,16600,-999,1982,1996,15,2.828983391,1982,1993,12,6.25,1982,1996,15,75.531,2.381945616,143.4906998
4208881,4,4081,CLEARWATER RIVER,ABOVE CHRISTINA RIVER,CA,56.66111,-110.92778,17000,-999,1966,2020,55,18.59157757,1966,1993,28,18.59756098,1966,2020,55,76.293,2.405976048,141.5280028
5607023,5,5074,FITZROY RIVER,DIMOND GORGE,AU,-17.6722,126.028,17151.7,155.27,1962,2004,43,0.117202761,1962,1993,32,22.52010724,1962,2004,43,80.545,2.54006712,148.0941901
6935300,6,6351,AARE,"UNTERSIGGENTHAL, STILLI",CH,47.5166,8.2348,17601,373.41,1904,2019,116,0,1961,1993,33,0,1904,2019,116,556.873,17.56154693,997.7584755
3632800,3,3321,"ITUI, RIO",LADARIO,BR,-4.7333,-70.3,18236,-999,1979,1994,16,2.481177276,1979,1993,15,1.162790698,1979,1994,16,753.356,23.75783482,1302.798575
4208065,4,4081,ARCTIC RED RIVER,NEAR THE MOUTH,CA,66.790001,-133.08167,18600,-999,1968,2017,50,2.541479385,1968,1993,26,5.921052632,1968,2017,50,157.707,4.973447952,267.3896748
2548460,2,2481,KARNALI RIVER,ASARA GHAT,NP,28.95,81.44,19240,629,,,,,1962,1993,32,15.625,1962,1993,32,507.131,15.99288322,831.2309364
4203901,4,4031,YUKON RIVER,WHITEHORSE,CA,60.71389,-135.04306,19400,-999,1943,2017,75,0.294974374,1943,1993,51,0,1943,2017,75,245.436,7.740069696,398.9726647
5608095,5,5083,ORD RIVER,HRS OLD ORD HOMESTEAD,AU,-17.3738,128.8537,19587,142.89,1970,2004,35,1.308985133,1970,1993,24,13.97058824,1970,2004,35,60.058,1.893989088,96.69623158
4208733,4,4081,ATHABASCA RIVER,NEAR WINDFALL,CA,54.206944,-116.0625,19600,-999,1960,2020,61,22.36901638,1960,1993,34,14.92537313,1960,2020,61,256.318,8.083244448,412.410431
4208386,4,4081,WILLOWLAKE RIVER,ABOVE METAHDALI CREEK,CA,62.650555,-122.9,20200,-999,1975,2019,45,10.61693843,1975,1993,19,0,1975,2019,45,73.343,2.312944848,114.5022202
4208975,4,4081,CREE RIVER,OUTLET OF WAPATA LAKE,CA,58.858334,-105.81944,20700,-999,1972,1995,24,1.316892135,1972,1993,22,1.945525292,1972,1995,24,123.552,3.896335872,188.2287861
4214830,4,4142,"BALEINE, GRANDE RIVIERE DE LA",SORTIE DU LAC BIENVILLE,CA,54.849167,-73.983612,21000,-999,1962,1993,32,2.292288776,1962,1993,32,3.217158177,1962,1993,32,329.444,10.38934598,494.7307611
2548450,2,2481,KARNALI RIVER,BENIGHAT,NP,28.96,81.12,21240,320,,,,,1963,1993,31,16.12903226,1963,1993,31,615.804,19.41999494,914.3123797
4209155,4,4091,CARNWATH RIVER,BELOW ANDREW RIVER,CA,68.393608,-128.94972,21500,-999,1982,1994,13,1.201923077,1982,1993,12,1.449275362,1982,1994,13,47.122,1.486039392,69.11811126
4203501,4,4031,PELLY RIVER,BELOW VANGORDA CREEK,CA,62.222221,-133.37778,22100,-999,1972,2018,47,1.225204201,1972,1993,22,0,1972,2018,47,200.879,6.334920144,286.6479703
3634150,3,3341,"ACRE, RIO",RIO BRANCO,BR,-9.975,-67.8008,22670,-999,1967,2020,54,3.085561222,1967,1993,27,3.93442623,1967,2020,54,377.414,11.9021279,525.0166698
3634200,3,3341,"PAUINI, RIO",FAZENDA BORANGABA,BR,-7.55,-67.55,23365,-999,1984,2020,37,21.53654356,1985,1993,9,14.42307692,1984,2020,37,816.884,25.76125382,1102.557407
2909240,2,2091,KHEMCHIK,CHIYME,RU,51.58,91.6,25500,-999,,,,,1975,1993,19,17.69911504,1975,1993,19,101.781,3.209765616,125.8731614
4102740,4,4022,NUSHAGAK RIVER,"EKWOK, AK",US,59.3484,-157.4752,25511.5,27.43,1977,1993,17,0,1977,1993,17,0,1977,1993,17,665.512,20.98758643,822.6715964
4208041,4,4081,PEEL RIVER,ABOVE CANYON CREEK,CA,65.894447,-136.03612,25700,-999,1962,2018,57,23.74993984,1962,1993,32,17.46031746,1962,2018,57,191.892,6.051506112,235.4671639
3650488,3,3508,"PARNAIBA, RIO",FAZENDA PARACATI,BR,-8.28083,-45.66667,26000,180,1973,2004,32,0,1968,1993,26,3.25732899,1968,2004,37,201.97,6.36932592,244.9740738
4208410,4,4081,LOCKHART RIVER,OUTLET OF ARTILLERY LAKE,CA,62.894722,-108.4675,26600,-999,1944,2019,76,20.39497568,1944,1993,50,31.36593592,1944,2019,76,117.819,3.715539984,139.6819543
4244410,4,4445,"PERIBONKA, RIVIERE",CENTRALE DE CHUTE-A-LA-SAVANE,CA,48.754166,-71.839996,26900,149,1953,1993,41,0,1953,1993,41,0,1953,1993,41,611.541,19.28555698,716.9352036
2998450,2,2981,ALAZEYA,ANDRUSHKINO,RU,69.17,154.5,29000,3,1978,1993,16,0.017111567,1968,1993,26,32.02614379,1968,1993,26,45.851,1.445957136,49.8605909
4214100,4,4141,QUOICH RIVER,ABOVE ST. CLAIR FALLS,CA,64.314163,-93.909721,30100,-999,1972,1994,23,7.903820974,1972,1993,22,8.712121212,1972,1994,23,189.009,5.960587824,198.0261736
4208880,4,4081,CLEARWATER RIVER,DRAPER,CA,56.685276,-111.25417,30800,-999,1930,2020,91,29.34022499,1931,1993,63,42.06349206,1930,2020,91,121.717,3.838467312,124.6255621
2549500,2,2491,GANDAK RIVER,DEVGHAT,NP,27.71,84.43,31100,180,,,,,1963,1993,31,19.35483871,1963,1993,31,1569.832,49.50622195,1591.839934
4208168,4,4081,CAMSELL RIVER,OUTLET OF CLUT LAKE,CA,65.597778,-117.75972,31100,-999,1933,2018,86,34.21823213,1933,1993,61,48.12760055,1933,2018,86,105.974,3.341996064,107.4596805
3666050,3,3661,"PARAGUAY, RIO",CACERES (DNPVN),BR,-16.0758,-57.7022,32774,262,1965,2020,56,0,1966,1993,28,2.976190476,1965,2020,56,536.537,16.92023083,516.2699345
4208275,4,4081,LIARD RIVER,UPPER CROSSING,CA,60.049999,-128.89999,33400,-999,1960,2018,59,0,1960,1993,34,0,1960,2018,59,374.213,11.80118117,353.3287775
3634380,3,3341,"PURUS, RIO",MANOEL URBANO,BR,-8.8842,-69.2681,33693,-999,1981,2019,39,34.39252336,1981,1993,13,14.89361702,1981,2019,39,778.839,24.5614667,728.978325
3650455,3,3508,"PIAUI, RIO",SAO FRANCISCO DO PIAUI,BR,-7.2331,-42.5444,35000,150,1981,2020,40,10.9393832,1985,1993,9,0,1981,2020,40,4.544,0.143299584,4.094273829
4208821,4,4081,WABASCA RIVER,HIGHWAY NO.88,CA,57.875,-115.38889,35800,-999,1970,2020,51,2.635717772,1970,1993,24,1.423487544,1970,2020,51,80.803,2.548203408,71.17886615
4203051,4,4031,PORCUPINE RIVER,BELOW BELL RIVER,CA,67.440277,-137.78362,36000,-999,1964,1995,32,30.67432097,1964,1993,30,32.38636364,1964,1995,32,232.424,7.329723264,203.603424
4214080,4,4142,ATTAWAPISKAT RIVER,BELOW MUKETEI RIVER,CA,53.091667,-85.008331,36000,-999,1968,2020,53,7.081977375,1968,1993,26,0,1968,2020,53,365.675,11.5319268,320.3313
4208441,4,4081,HAY RIVER,NEAR MEANDER RIVER,CA,59.149445,-117.63416,36900,-999,1974,2019,46,32.16842616,1974,1993,20,33.18777293,1974,2019,46,n.a.,n.a.,n.a.
3633160,3,3331,"JURUA, RIO",CRUZEIRO DO SUL,BR,-7.6331,-72.6617,38537,-999,1967,2020,54,6.557547957,1967,1993,27,0,1967,2020,54,933.618,29.44257725,764.0080247
1159800,1,1591,VAAL RIVER,ELANDSFONTEIN ENGELBRECHTSDRIFT,ZA,-26.820222,28.063306,38564,-999,1915,1993,79,10.79414032,1915,1993,79,9.904153355,1915,1993,79,47.538,1.499158368,38.87455575
2548400,2,2481,KARNALI RIVER,CHISAPANI,NP,28.64,81.29,42890,191,1987,1990,4,2.344827586,1962,1993,32,0,1962,1993,32,1108.51,34.95797136,815.0611182
4209401,4,4093,COPPERMINE RIVER,ABOVE COPPER CREEK,CA,67.228889,-115.88695,46800,-999,1987,2018,32,6.519507187,1987,1993,7,0,1987,2018,32,243.616,7.682674176,164.1597046
4214105,4,4141,SEAL RIVER,BELOW GREAT ISLAND,CA,58.891666,-96.275276,48100,-999,1955,2019,65,3.892001179,1955,1993,39,1.709401709,1955,2019,65,361.013,11.38490597,236.6924318
3633300,3,3331,"TARAUACA, RIO",ENVIRA,BR,-7.4281,-70.0225,48317,-999,1978,2010,33,4.830795262,1978,1993,16,2.197802198,1978,2010,33,1226.813,38.68877477,800.7279998
4105800,4,4053,SUSITNA RIVER,SUSITNA STATION AK,US,61.5442,-150.5147,50246,12.192,1974,2014,41,50.40728318,1974,1993,20,0,1974,2014,41,1426.722,44.99310499,895.4564541
4208971,4,4081,FOND-DU-LAC RIVER,OUTLET OF BLACK LAKE,CA,59.147221,-105.53889,50700,-999,1963,2020,58,4.073637007,1963,1993,31,0,1963,2020,58,303.372,9.567139392,188.7009742
4209402,4,4093,COPPERMINE RIVER,ABOVE BLOODY FALLS,CA,67.74,-115.37,50700,-999,1983,1986,4,0,1983,1993,11,0,1983,1993,11,338.268,10.66761965,210.4066992
4203152,4,4031,STEWART RIVER,AT THE MOUTH,CA,63.281944,-139.24889,51000,-999,1963,2017,55,0.307832055,1963,1993,31,0,1963,2017,55,473.983,14.94752789,293.0887821
4208440,4,4081,HAY RIVER,NEAR HAY RIVER,CA,60.743057,-115.85778,52300,-999,1963,2020,58,0.061884134,1963,1993,31,0,1963,2020,58,107.976,3.405131136,65.1076699
4209150,4,4091,ANDERSON RIVER,BELOW CARNWATH RIVER,CA,68.632225,-128.41333,56300,-999,1969,2017,49,26.88012762,1969,1993,25,0,1969,2017,49,141.848,4.473318528,79.45503602
4208420,4,4081,TALTSON RIVER,OUTLET OF TSU LAKE,CA,60.649723,-111.94695,58700,-999,1952,1997,46,18.31231231,1952,1993,42,20.3187251,1952,1997,46,185.986,5.865254496,99.91915666
4208274,4,4081,LIARD RIVER,ABOVE KECHIKA RIVER,CA,59.701111,-127.2275,61600,-999,1969,1995,27,0.543137665,1969,1993,25,0,1969,1995,27,705.583,22.25126549,361.2218423
3632400,3,3321,"JAVARI, RIO",ESTIRAO DO REPOUSO,BR,-4.3408,-70.9056,62105,89,1980,2020,41,2.777967374,1980,1993,14,1.342281879,1980,2020,41,2636.123,83.13277493,1338.584251
3634370,3,3341,"PURUS, RIO",SERINGAL DA CARIDADE,BR,-9.0439,-68.5772,63166,-999,1967,2019,53,9.620027291,1967,1993,27,3.594771242,1967,2019,53,1329.763,41.93540597,663.8920617
4208040,4,4081,PEEL RIVER,ABOVE FORT MCPHERSON,CA,67.248886,-134.88306,70600,-999,1969,2017,49,4.397163121,1969,1993,25,9.278350515,1969,2017,49,684.637,21.59071243,305.8174565
4244430,4,4445,"SAGUENAY, RIVIERE",CENTRALE D'ISLE MALIGNE,CA,48.577221,-71.635277,73000,100,1913,1993,81,0,1913,1993,81,0,1913,1993,81,1459.153,46.01584901,630.354096
3652600,3,3525,"DOCE, RIO",LINHARES,BR,-19.4075,-40.06389,78456,-999,1967,1994,28,6.002175418,1967,1993,27,6.031746032,1967,1994,28,949.654,29.94828854,381.7208186
6574150,6,6741,NEMUNAS,SMALININKAI,LT,55.0756,22.5797,81200,7.33,1812,2009,198,2.917628839,1812,1993,182,1.602564103,1812,2009,198,531.468,16.76037485,206.4085572
4208458,4,4081,PEACE RIVER,ABOVE PINE RIVER,CA,56.199444,-120.81167,83900,-999,1979,2019,41,1.470290686,1979,1993,15,4,1979,2019,41,1248.013,39.35733797,469.0981879
4209805,4,4092,BACK RIVER,ABOVE HERMANN RIVER,CA,66.086113,-96.511108,93900,-999,1965,2018,54,7.564772093,1993,1993,1,0,1965,2018,54,481.12,15.17260032,161.582538
4208457,4,4081,PEACE RIVER,NEAR TAYLOR,CA,56.135834,-120.67028,97100,-999,1944,2019,76,4.834439488,1944,1993,50,7.757166948,1944,2019,76,1418.595,44.73681192,460.729268
4214025,4,4141,HAYES RIVER,BELOW GODS RIVER,CA,56.431946,-92.788612,103000,-999,1973,2020,48,14.13330274,1974,1993,20,10.83333333,1973,2020,48,594.006,18.73257322,181.8696429
4208456,4,4081,PEACE RIVER,ABOVE ALCES RIVER,CA,56.12,-120.05,118000,-999,1992,2019,28,0,1992,1993,2,0,1992,2019,28,1523.946,48.05916106,407.2810259
4208272,4,4081,LIARD RIVER,ABOVE BEAVER RIVER,CA,59.7425,-124.47639,119000,-999,1968,1995,28,0,1968,1993,26,0,1968,1995,28,1416.156,44.65989562,375.2932405
4208455,4,4081,PEACE RIVER,DUNVEGAN BRIDGE,CA,55.919167,-118.60528,130000,-999,1960,2020,61,40.44665012,1960,1993,34,55.69306931,1960,2020,61,1479.194,46.64786198,358.8297076
4208160,4,4081,GREAT BEAR RIVER,OUTLET OF GREAT BEAR LAKE,CA,65.134445,-123.51195,145000,-999,1961,2020,60,12.69950468,1961,1993,33,15.8974359,1961,2020,60,546.097,17.22171499,118.7704482
4203250,4,4031,YUKON RIVER,ABOVE WHITE RIVER,CA,63.083889,-139.49445,149961,-999,1956,2018,63,3.390872754,1987,1993,7,0,1956,2018,63,1202.786,37.9310593,252.9394929
3633120,3,3331,"JURUA, RIO",GAVIAO,BR,-4.8392,-66.8506,162000,-999,1972,2020,49,6.169402943,1972,1993,22,0,1972,2020,49,4703.792,148.3387845,915.6715093
3621400,3,3211,"JAPURA, RIO",VILA BITTENCOURT,BR,-1.3947,-69.4283,197136,-999,1980,2020,41,2.222968435,1980,1993,14,1.27388535,1980,2020,41,13931.837,439.3544116,2228.686854
4234010,4,4341,SAINT MARYS RIVER,SAULT STE. MARIE,CA,46.509445,-84.361664,210000,180,1860,1993,134,0.747808675,1860,1993,134,0.746268657,1860,1993,134,2143.285,67.59063576,321.8601703
3634340,3,3341,"PURUS, RIO",LABREA,BR,-7.2581,-64.7975,226351,60,1931,2019,89,6.414437921,1967,1993,27,0.325732899,1931,2019,89,5246.403,165.450565,730.9469143
3621200,3,3211,"JAPURA, RIO",ACANAUI,BR,-1.8211,-66.6,242259,-999,1973,2007,35,0.595474395,1973,1993,21,0.847457627,1973,2007,35,14036.416,442.652415,1827.186668
4208271,4,4081,LIARD RIVER,NEAR THE MOUTH,CA,61.747223,-121.22361,275000,-999,1972,2019,48,0,1972,1993,22,0,1972,2019,48,2496.199,78.72013166,286.2550242
4214270,4,4141,CHURCHILL RIVER,ABOVE RED HEAD RAPIDS,CA,58.120834,-94.625,287000,-999,1971,2020,50,9.643744822,1972,1993,22,18.18181818,1971,2020,50,494.364,15.5902631,54.32147423
2909357,2,2091,BAZAIKHA,BAZAIKHA,RU,55.98,92.8,300000,134,,,,,1937,1993,57,60.52631579,1937,1993,57,6.326,0.199496736,0.66498912
3650481,3,3508,"PARNAIBA, RIO",LUZILANDIA,BR,-3.45389,-42.37,322823,26,1982,2019,38,0,1982,1993,12,2.877697842,1982,2019,38,660.841,20.84028178,64.5563723
4243150,4,4431,SAINT LAWRENCE RIVER,CORNWALL,CA,45.005833,-74.79528,774000,47,1958,1993,36,0.015422579,1958,1993,36,0.234741784,1958,1993,36,7368.901,232.3856619,300.2398733
3623100,3,3231,AMAZON RIVER,SAO PAULO DE OLIVENCA,BR,-3.45,-68.75,990781,71,1973,2020,48,2.567975831,1979,1993,15,0,1973,2020,48,46914.023,1479.480629,1493.246872
4213720,4,4131,NELSON RIVER,AT KELSEY GENERATING STATION,CA,56.038887,-96.525002,1010000,-999,1960,2020,61,0.004525092,1960,1993,34,0,1960,2020,61,2353.3,74.2136688,73.47888
3635030,3,3351,"MADEIRA, RIO",MANICORE,BR,-5.8167,-61.3019,1150000,-999,1967,2020,54,0.995409768,1967,1993,27,11.875,1967,2020,54,23840.189,751.8242003,653.7601742
4208005,4,4081,MACKENZIE RIVER,FORT SIMPSON,CA,61.86861,-121.35694,1270000,-999,1938,2019,82,20.31071357,1938,1993,56,31.57894737,1938,2019,82,6823.411,215.1830893,169.4355034
2998560,2,2982,KULU,KULU,RU,61.9,147.42,10300,-999,,,,,1942,1994,53,0,1942,1994,53,95.194,3.002037984,291.4599984
1813700,1,1131,GAMBIA,MAKO,SN,12.87,-12.35,10450,75,1979,1989,11,50.2337091,1970,1994,25,20.27027027,1970,1994,25,68.071,2.146687056,205.4245987
3613060,3,3131,"AMAPARI, RIO",SIERRA DO NAVIO,BR,0.90056,-52.01,10570,-999,1972,2020,49,1.550343574,1972,1994,23,0,1972,2020,49,359.372,11.33315539,1072.200132
1749080,1,1491,MPOKO,BOSSELE-BALI,CF,4.53333333,18.46666667,10800,349.7,1985,1994,10,37.24893488,1957,1994,38,44.74885845,1957,1994,38,38.661,1.219213296,112.89012
2903730,2,2031,YGYATTA,YGYATTA,RU,63.4,116.4,11200,125,,,,,1969,1994,26,36.68831169,1969,1994,26,27.537,0.868406832,77.53632429
2903471,2,2031,SINYAYA,TONGULAKH,RU,61.92,124.55,11600,-999,,,,,1972,1994,23,18.01470588,1972,1994,23,19.417,0.612334512,52.78745793
2903642,2,2031,NYUYA,KOMAKA,RU,60.27,114.73,11700,-999,,,,,1948,1994,47,2.304964539,1948,1994,47,46.434,1.464342624,125.1574892
2909320,2,2091,KAZYR,TAYATYU,RU,53.8,93.48,11900,-999,,,,,1955,1994,40,8.29787234,1955,1994,40,302.906,9.552443616,802.7263543
6970560,6,6703,PEZA,IGUMNOVO (IGUMKOVO),RU,65.816666,45.033333,12000,11.6,1978,1993,16,0,1933,1994,62,0.268817204,1933,1994,62,119.031,3.753761616,312.813468
2903475,2,2031,BUOTAMA,BROLOG,RU,61.05,128.65,12200,111,,,,,1936,1994,59,5.225988701,1936,1994,59,40.055,1.26317448,103.5388918
2903401,2,2031,TIMPTON,UST-BARALAS,RU,56.95,125.45,13300,-999,,,,,1955,1994,40,3.541666667,1955,1994,40,184.859,5.829713424,438.3243176
2909431,2,2091,CHUNYA,STRELKA-CHUNYA,RU,61.75,102.8,13300,-999,,,,,1961,1994,34,17.03703704,1961,1994,34,67.31,2.12268816,159.6006135
4214330,4,4141,ISLAND LAKE RIVER,NEAR ISLAND LAKE,CA,54.059444,-94.659447,14000,231,1933,1994,62,2.017329482,1933,1994,62,2.571041949,1933,1994,62,85.293,2.689800048,192.1285749
4213560,4,4131,RED DEER RIVER,NEAR THE MOUTH,CA,52.879166,-101.04305,14300,255,1956,2020,65,36.1254769,1956,1994,39,4.366812227,1956,2020,65,23.392,0.737690112,51.58672112
2999460,2,2996,SARTANG,BALA,RU,67.1,133.91,16700,136,,,,,1957,1994,38,30.53097345,1957,1994,38,41.9,1.3213584,79.12325749
4206601,4,4061,TAKU RIVER,NEAR JUNEAU,CA,58.5386,-133.7,17700,-999,1988,2017,30,2.609965322,1987,1994,8,80.8988764,1987,2017,31,387.477,12.21947467,690.3658007
4244580,4,4440,"OUTARDES, RIVIERE AUX",CENTRALE NO.3,CA,49.558334,-68.720833,17900,231,1970,1994,25,0.04515692,1970,1994,25,0.687285223,1970,1994,25,373.678,11.78430941,658.3413077
5607450,5,5075,FORTESCUE RIVER,JIMBEGNYINOO POOL,AU,-21.3331,116.156,18371.4,53,1968,2000,33,0.025992029,1968,1994,27,0,1968,2000,33,8.161,0.257365296,14.00901924
2903728,2,2031,MORKOKA,HABARDINO,RU,64.6,112.52,18600,-999,,,,,1973,1994,22,27.30769231,1973,1994,22,131.8,4.1564448,223.4647742
2909720,2,2091,TEMBENCHI,TEMBENCHI,RU,64.95,98.9,18900,187,,,,,1939,1994,56,17.41741742,1939,1994,56,252.753,7.970818608,421.7364343
1813500,1,1131,GAMBIA,SIMENTI,SN,13.03,-13.3,20500,10,1979,1989,11,52.91005291,1970,1994,25,20.94594595,1970,1994,25,89.173,2.812159728,137.1785233
3630100,3,3301,"CURUA, RIO",BOCA DO INFERNO,BR,-1.50306,-54.87278,20803,-999,1973,2019,47,0.005875095,1973,1994,22,1.53256705,1973,2019,47,168.38,5.31003168,255.2531693
1813460,1,1131,GAMBIA,WASSADOU AMONT,SN,13.35,-13.37,21200,5,1979,1989,11,60.81599124,1970,1994,25,24.32432432,1970,1994,25,87.181,2.749340016,129.6858498
1815070,1,1151,"CORUBAL, RIO",TCHE-TCHE,GW,11.93,-14.21,21880,35,,,,,1977,1994,18,0,1977,1994,18,282.442,8.907090912,407.0882501
6458810,6,6581,NAREW,OSTROLEKA,PL,53.08388889,21.56277778,21920.9,89.443,2017,2020,4,0,1951,1994,44,0,1951,2020,70,80.604,2.541927744,115.9590958
2910100,2,2101,BOL'SHOY YUGAN,UGUT,RU,60.5,74.02,22100,31,,,,,1945,1994,50,2.508361204,1945,1994,50,143.671,4.530808656,205.0139663
5104245,5,5042,PAROO RIVER,CAIWARRO,AU,-28.689072,144.785928,22885,137.06,1967,2007,41,1.551538046,1967,1994,28,36.76012461,1967,2007,41,15.927,0.502273872,21.9477331
1815020,1,1151,"CORUBAL, RIO",SALTINHO AMONT,GW,11.56,-14.67,23840,26,,,,,1977,1994,18,0,1977,1994,18,314.938,9.931884768,416.6059047
4214480,4,4142,ATTAWAPISKAT RIVER,BELOW ATTAWAPISKAT LAKE,CA,52.087502,-87.078331,24200,240,1965,2020,56,31.39402349,1965,1994,30,1.142857143,1965,2020,56,247.015,7.78986504,321.8952496
4214350,4,4141,GODS RIVER,BELOW ALLEN RAPIDS,CA,55.02639,-93.836113,25900,-999,1933,1994,62,6.869549742,1933,1994,62,7.046070461,1933,1994,62,157.863,4.978367568,192.214964
2912552,2,2121,SEVERNAYA SOS'VA,KHULIMSUNT,RU,62.85,61.65,27300,-999,,,,,1971,1994,24,8.633093525,1971,1994,24,220.357,6.949178352,254.5486576
1749510,1,1491,MBARI,LOUNGOUMBA,CF,4.733333333,22.68333333,28300,469.44,1987,1994,8,55.10363707,1987,1994,8,52.38095238,1987,1994,8,89.409,2.819602224,99.63258742
1749600,1,1491,MBOMOU,ZEMIO,CF,5.033333333,25.15,29300,550.4,1986,1994,9,24.99144129,1952,1994,43,44.8,1952,1994,43,158.873,5.010218928,170.997233
4203770,4,4031,TESLIN RIVER,NEAR TESLIN,CA,60.484444,-133.30194,30300,-999,1944,1994,51,6.478934024,1944,1994,51,7.224958949,1944,1994,51,303.22,9.56234592,315.5889743
4203900,4,4031,YUKON RIVER,ABOVE FRANK CREEK,CA,61.434444,-135.18834,30821,-999,1953,1994,42,2.626901047,1953,1994,42,2.805611222,1953,1994,42,327.417,10.32542251,335.012573
1749050,1,1491,LOBAYE,M'BATA,CF,3.666666667,18.3,31300,336.47,1986,1994,9,38.93499308,1950,1994,45,32.82149712,1950,1994,45,209.248,6.598844928,210.8257165
2903640,2,2031,NYUYA,KURUM,RU,60.27,114.73,32600,173,,,,,1936,1994,59,3.672316384,1936,1994,59,112.983,3.563031888,109.2954567
1813450,1,1131,GAMBIA,WASSADOU AVAL,SN,13.35,-13.38,33500,4,1979,1989,11,51.46454969,1973,1994,22,23.46153846,1973,1994,22,88.449,2.789327664,83.26351236
5230300,5,5301,"RAJANG, SUNGAI",KAPIT WHARF,MY,2.01,112.94,34053,-999,,,,,1962,1994,33,2.577319588,1962,1994,33,2206.073,69.57071813,2043.012895
4214390,4,4141,SEVERN RIVER,OUTLET OF MUSKRAT DAM LAKE,CA,53.490833,-91.515274,36500,250,1965,2020,56,23.51221446,1965,1994,30,3.988603989,1965,2020,56,280.23,8.83733328,242.11872
1813200,1,1131,GAMBIA,GOULOUMBOU,SN,13.47,-13.73,42000,-999,1979,1989,11,51.49601976,1970,1994,25,12.16216216,1970,1994,25,120.882,3.812134752,90.76511314
4243300,4,4431,"SAINT-MAURICE, RIVIERE",CENTRALE DE GRANDE-MERE,CA,46.615833,-72.679443,42000,99,1919,1994,76,0.014552863,1901,1994,94,0.975177305,1901,1994,94,692.725,21.8457756,520.1375143
1737210,1,1371,OUHAM,BATANGAFO,CF,7.3,18.28333333,43650,394.82,1987,1994,8,61.12631991,1951,1994,44,66.60194175,1951,1994,44,347.825,10.9690092,251.2945979
4244605,4,4443,"MANICOUAGAN, RIVIERE",CENTRALE NO.2,CA,49.334999,-68.347504,45600,61,1965,1994,30,0,1965,1994,30,0,1965,1994,30,864.323,27.25729013,597.7475905
6217100,6,6171,"GUADALQUIVIR, RIO",ALCALA DEL RIO,ES,37.51844,-5.97639,46134,10,1942,1995,54,11.43713194,1913,1994,82,7.951070336,1913,1995,83,116.535,3.67504776,79.66028872
6342800,6,6421,DANUBE RIVER,HOFKIRCHEN,DE,48.676623,13.115161,47496,299.6,1900,2019,120,0,1901,1994,94,0,1900,2019,120,634.686,20.0154577,421.4135442
4243050,4,4431,OTTAWA RIVER,LA CAVE RAPIDS,CA,46.377777,-78.723335,47900,180,1952,1994,43,0,1952,1994,43,0,1952,1994,43,684.914,21.5994479,450.9279312
6457800,6,6571,WARTA,GORZOW WIELKOPOLSKI,PL,52.73,15.25305556,52377.3,15.47,1949,2020,72,0.003857132,1900,1994,95,0,1900,2020,121,205.263,6.473173968,123.5873932
5607500,5,5072,DEGREY RIVER,HRS COOLENAR POOL,AU,-20.3114,119.249,53323,22.2,1974,2011,38,0.305104926,1974,1994,21,0,1974,2011,38,43.143,1.360557648,25.51539951
2903490,2,2031,CHARA,TOKKO,RU,60,119.88,62500,144,,,,,1934,1994,61,1.639344262,1934,1994,61,640.78,20.20763808,323.3222093
1428400,1,1281,KOMOE,ANIASSUE,CI,6.62,-3.72,67400,-999,1979,1994,16,1.728268309,1980,1994,15,4.444444444,1979,1994,16,114.79,3.62001744,53.70945757
1748500,1,1481,SANGHA,SALO,CF,3.183333333,16.11666667,68400,373,1985,1994,10,22.20870094,1953,1994,42,34.95934959,1953,1994,42,587.283,18.52055669,270.7683726
2909402,2,2091,PODKAMENNAYA TUNGUSKA,UST'-KAMA,RU,60.73,97.52,68400,-999,,,,,1962,1994,33,9.230769231,1962,1994,33,348.766,10.99868458,160.7994821
2903720,2,2031,MARKHA,MALYKAI,RU,63.5,117.03,89600,105,,,,,1938,1994,57,13.82352941,1938,1994,57,400.633,12.63436229,141.0085077
4243100,4,4431,OTTAWA RIVER,CHATS FALLS,CA,45.474998,-76.239166,89600,70,1915,1994,80,0,1914,1994,81,0.309597523,1914,1994,81,1156.852,36.48248467,407.1705879
4214440,4,4141,SEVERN RIVER,LIMESTONE RAPIDS,CA,55.375,-88.324997,94300,50,1970,1994,25,9.45131968,1970,1994,25,10.33333333,1970,1994,25,633.688,19.98398477,211.9192446
2903603,2,2031,ALDAN,UGINO,RU,58.63,128.5,102000,-999,,,,,1973,1994,22,4.545454545,1973,1994,22,1144.678,36.09856541,353.907504
