"names","importance"
"precipitation",0.0982676801329792
"temperature",0.0642945607277391
"referencePotET",0.0883527732646312
"airEntry1",0.0112463305690351
"airEntry2",0.0107235664727798
"aqThick",0.0143891731500338
"area_pcr",0.00676319275956479
"aridityIdx",0.154095305506258
"bankArea",0.0221121704481644
"bankDepth",0.0272020567908736
"bankWidth",0.0534591760667029
"demAverage",0.00983167049001022
"forestFraction",0.0216899808807491
"groundwaterDepth",0.0193855202675684
"KSat1",0.00555353777378551
"KSat2",0.00747900982317725
"kSatAquifer",0.00744296156592598
"percolationImp",0.00757900503709316
"poreSize1",0.00754712649480085
"poreSize2",0.0060355535584197
"recessionCoeff",0.00845901277486153
"resWC1",0.00620564754625339
"resWC2",0.0101164596126001
"satWC1",0.00932190732429167
"satWC2",0.0084747723010819
"slopeLength",0.0110233589755438
"specificYield",0.00861207627985457
"storage2",0.00720493647039214
"storDepth1",0.00747104199389328
"tanSlope",0.0223593222854583
