"names","importance"
"pcr",0.226880612363969
"precipitation",0.0131453829946033
"temperature",0.0220762938263447
"referencePotET",0.019118078685425
"desalinationAbstraction",0.00765410277693658
"surfaceWaterInf",0.0327504974298269
"snowCoverSWE",0.0253869370379294
"directRunoff",0.0173638384761593
"snowFreeWater",0.032954035400681
"industryWaterWithdrawal",0.00728883592013962
"interflowTotal",0.0245511484325839
"totalGroundwaterAbstraction",0.0100331235735474
"domesticWaterWithdrawal",0.00761928588973091
"surfaceWaterAbstraction",0.00744358816676338
"storUppTotal",0.0175111683326686
"totalEvaporation",0.059032733630087
"livestockWaterWithdrawal",0.0112212734713248
"fossilGroundwaterAbstraction",0.028020860500432
"storGroundwater",0.00979995416096808
"gwRecharge",0.0769222464817201
"baseflow",0.0121002817510508
"irrigationWaterWithdrawal",0.0486038935014771
"surfaceWaterStorage",0.0170045061057357
"storLowTotal",0.0328970501232563
"nonIrrWaterConsumption",0.00603309816784291
