"names","importance"
"pcr",0.262585505466997
"precipitation",0.0136014439977953
"temperature",0.0228844821041592
"referencePotET",0.0184480833160916
"desalinationAbstraction",0.00785822230370812
"surfaceWaterInf",0.0413003534380177
"snowCoverSWE",0.023334308827785
"directRunoff",0.0194044559147195
"snowFreeWater",0.0356898986184202
"industryWaterWithdrawal",0.0076544049491918
"interflowTotal",0.0255202362408203
"totalGroundwaterAbstraction",0.0101476172361932
"domesticWaterWithdrawal",0.0063599886742891
"surfaceWaterAbstraction",0.00731477795312397
"storUppTotal",0.018086912848559
"totalEvaporation",0.0645459311656124
"livestockWaterWithdrawal",0.0110483058444723
"fossilGroundwaterAbstraction",0.0312553174204552
"storGroundwater",0.00974459333628276
"gwRecharge",0.0804486815315948
"baseflow",0.0133536914596802
"irrigationWaterWithdrawal",0.0432440812961743
"surfaceWaterStorage",0.0187330531483036
"storLowTotal",0.0297827860169527
"nonIrrWaterConsumption",0.00556124810638355
