"names","importance"
"pcr",0.150220226822702
"precipitation",0.00878250334457805
"temperature",0.00899743737028585
"referencePotET",0.0101055054023153
"desalinationAbstraction",0.00103787211191652
"surfaceWaterInf",0.00281668674142626
"snowCoverSWE",0.00393870295029649
"directRunoff",0.0162092915028662
"snowFreeWater",0.00490731360234991
"industryWaterWithdrawal",0.00237768678275905
"interflowTotal",0.0188393781311657
"totalGroundwaterAbstraction",0.00438591775131586
"domesticWaterWithdrawal",0.00409435874412106
"surfaceWaterAbstraction",0.00418349159127011
"storUppTotal",0.0112347932654238
"totalEvaporation",0.0194149059645162
"livestockWaterWithdrawal",0.00482386522076154
"fossilGroundwaterAbstraction",0.00344689124137345
"storGroundwater",0.00473849837426319
"gwRecharge",0.0688447189524508
"baseflow",0.00690568127031958
"irrigationWaterWithdrawal",0.00479494010809139
"surfaceWaterStorage",0.0117679112139338
"storLowTotal",0.0363296812021341
"nonIrrWaterConsumption",0.0039763806482479
"airEntry1",0.0132395420079399
"airEntry2",0.0114732058379329
"aqThick",0.00955166544681873
"area_pcr",0.00966096195470875
"aridityIdx",0.117886114301089
"bankArea",0.0213488074530599
"bankDepth",0.0313615941611015
"bankWidth",0.0407737276464469
"demAverage",0.00985795723520086
"forestFraction",0.0223164354642936
"groundwaterDepth",0.0172241496500151
"KSat1",0.00544503884746979
"KSat2",0.00577429455767095
"kSatAquifer",0.00479668046432943
"percolationImp",0.00519001664970945
"poreSize1",0.00627427301722226
"poreSize2",0.00519800906614325
"recessionCoeff",0.00856934153514653
"resWC1",0.00534227605185487
"resWC2",0.00616804198998445
"satWC1",0.00712217796858207
"satWC2",0.00588802784922786
"slopeLength",0.010106230413069
"specificYield",0.00781050441271276
"storage2",0.00501877075041025
"storDepth1",0.00519210698450417
"tanSlope",0.015469231909813
