"datetime","obs","pcr","precipitation","temperature","referencePotET","desalinationAbstraction","surfaceWaterInf","snowCoverSWE","directRunoff","snowFreeWater","industryWaterWithdrawal","interflowTotal","totalGroundwaterAbstraction","domesticWaterWithdrawal","surfaceWaterAbstraction","storUppTotal","totalEvaporation","livestockWaterWithdrawal","fossilGroundwaterAbstraction","storGroundwater","gwRecharge","baseflow","irrigationWaterWithdrawal","surfaceWaterStorage","storLowTotal","nonIrrWaterConsumption","airEntry1","airEntry2","aqThick","area_pcr","aridityIdx","bankArea","bankDepth","bankWidth","demAverage","forestFraction","groundwaterDepth","KSat1","KSat2","kSatAquifer","percolationImp","poreSize1","poreSize2","recessionCoeff","resWC1","resWC2","satWC1","satWC2","slopeLength","specificYield","storage2","storDepth1","tanSlope"
1979-01-01,6.11368421052632e-05,0.000210754105263158,0.817249815467166,0.802965593693219,0.985657035547766,0,0.465426278985493,0,0.296290987564481,0,-0.951911633897503,0.105786017374057,-0.646347800299285,-1.43145045727957,0.118612101798689,1.2529926868565,0.91840582162502,1.11449440523727,-0.636040491868076,-0.752626767380334,-0.111622623565154,-0.343115143527176,-0.13674092935785,0.356668211127422,-1.21660203602234,-1.50629058825481,-0.585069556515265,-0.708144507937169,-0.320446065116939,1.47673297857462,-1.06549509464379,0.19572465483264,0.0661475804316726,0.528244192800034,0.20862899702634,-0.723200028197424,-0.354934542829172,0.0646439491835465,-0.103721062184057,-0.197726447128104,-0.285147864774486,-0.346738791899945,0.14978107718108,-0.292011616926353,0.0619199290454422,0.0457956039228832,-0.497348305138808,-0.480424323123581,-0.0834410345486927,0.100409976638025,-0.0130283332618664,0.249307385936718,-0.230013403977355
1979-02-01,3.13263157894737e-05,0.000145944,0.0870829564258714,0.992524819534531,0.780774023711741,0,0.672095200266727,0,-0.190245829260751,0,-0.352853913585558,-0.216453669727398,-0.56980048836365,-1.2377080140834,1.36340495176544,0.778553150453731,0.535766767711034,1.65634861149805,-0.627268922820659,-0.75688032856008,-0.11498466053049,-0.343417135577168,0.860398853072587,0.267728773337534,-1.12013285616114,-1.23025639066846,-0.585069556515265,-0.708144507937169,-0.320446065116939,1.47673297857462,-1.06549509464379,0.19572465483264,0.0661475804316726,0.528244192800034,0.20862899702634,-0.723200028197424,-0.354934542829172,0.0646439491835465,-0.103721062184057,-0.197726447128104,-0.285147864774486,-0.346738791899945,0.14978107718108,-0.292011616926353,0.0619199290454422,0.0457956039228832,-0.497348305138808,-0.480424323123581,-0.0834410345486927,0.100409976638025,-0.0130283332618664,0.249307385936718,-0.230013403977355
1979-03-01,6.21473684210526e-05,0.000315443873684211,0.347770261320612,0.606646482154865,0.304002060728668,0,0.929146967832133,0,0.14233000580369,0,-0.951141859532767,0.61353709388056,-0.507279564047345,-1.48211892343675,-0.0923128017433263,1.01740656995077,0.61194542012578,0.805248766660425,-0.631049005951218,-0.759078817252384,-0.116982149002417,-0.343194499959341,-0.270548088177899,0.334067104592205,-0.667649270017492,-1.56193722018085,-0.585069556515265,-0.708144507937169,-0.320446065116939,1.47673297857462,-1.06549509464379,0.19572465483264,0.0661475804316726,0.528244192800034,0.20862899702634,-0.723200028197424,-0.354934542829172,0.0646439491835465,-0.103721062184057,-0.197726447128104,-0.285147864774486,-0.346738791899945,0.14978107718108,-0.292011616926353,0.0619199290454422,0.0457956039228832,-0.497348305138808,-0.480424323123581,-0.0834410345486927,0.100409976638025,-0.0130283332618664,0.249307385936718,-0.230013403977355
1979-04-01,1.86947368421053e-05,7.59006315789474e-05,-0.580384528466172,0.156003370077077,-0.298207672711864,0,0.912193330375978,0,-0.49846020750266,0,-0.764802548184756,-0.431949187605513,-0.40361574609715,-1.51646577489,0.0118584698847226,-0.15910939344542,-0.486653432269582,0.430582597108913,-0.631778129514034,-0.760845601896334,-0.11242938612338,-0.343165073505611,-0.413012644130942,-0.240286551673533,-0.89806512243487,-1.57999699115944,-0.585069556515265,-0.708144507937169,-0.320446065116939,1.47673297857462,-1.06549509464379,0.19572465483264,0.0661475804316726,0.528244192800034,0.20862899702634,-0.723200028197424,-0.354934542829172,0.0646439491835465,-0.103721062184057,-0.197726447128104,-0.285147864774486,-0.346738791899945,0.14978107718108,-0.292011616926353,0.0619199290454422,0.0457956039228832,-0.497348305138808,-0.480424323123581,-0.0834410345486927,0.100409976638025,-0.0130283332618664,0.249307385936718,-0.230013403977355
1979-05-01,7.07368421052632e-06,4.81119157894737e-05,-0.731276948176159,-0.872605963966816,-1.14390672215871,0,0.375112744068817,0,-0.55373808586096,0,-1.14348296455856,-0.512422937992107,-0.199010556538043,-1.70991128310925,-0.313336500519983,-0.433756135825421,-0.812350649027121,-0.400140533543884,-0.416497900871664,-0.763300694758458,-0.110510395431074,-0.33952964167682,-0.408007357605204,-0.565493972574216,-0.97154878592789,-1.83278441456474,-0.585069556515265,-0.708144507937169,-0.320446065116939,1.47673297857462,-1.06549509464379,0.19572465483264,0.0661475804316726,0.528244192800034,0.20862899702634,-0.723200028197424,-0.354934542829172,0.0646439491835465,-0.103721062184057,-0.197726447128104,-0.285147864774486,-0.346738791899945,0.14978107718108,-0.292011616926353,0.0619199290454422,0.0457956039228832,-0.497348305138808,-0.480424323123581,-0.0834410345486927,0.100409976638025,-0.0130283332618664,0.249307385936718,-0.230013403977355
1979-06-01,2.02105263157895e-06,2.20206315789474e-05,-0.881958525962784,-1.73210265277874,-1.56913096431686,0,-0.996809545181357,0,-0.630328029666998,0,-1.63969445953254,-0.529638774610229,0.318350702328496,-1.84163391553306,-0.828832604039671,-0.811452668983096,-1.02736366265857,-1.07614551669924,0.264987066730861,-0.771903763790524,-0.107708605420376,-0.341703399536633,-0.493214334900925,-0.834398657276078,-1.0001636638604,-2.03148970450814,-0.585069556515265,-0.708144507937169,-0.320446065116939,1.47673297857462,-1.06549509464379,0.19572465483264,0.0661475804316726,0.528244192800034,0.20862899702634,-0.723200028197424,-0.354934542829172,0.0646439491835465,-0.103721062184057,-0.197726447128104,-0.285147864774486,-0.346738791899945,0.14978107718108,-0.292011616926353,0.0619199290454422,0.0457956039228832,-0.497348305138808,-0.480424323123581,-0.0834410345486927,0.100409976638025,-0.0130283332618664,0.249307385936718,-0.230013403977355
1979-07-01,1.26315789473684e-06,9.59343157894737e-06,-0.852608629315535,-1.97836833003742,-1.49718800201498,0,-0.562831791860556,0,-0.608040084311007,0,-1.7389797955884,-0.535656994822003,0.290139334196706,-1.89632426422936,-1.14076596525452,-0.989894908597872,-1.07532644317683,-1.3049746923042,0.159195017410941,-0.784838427643858,-0.107006298918514,-0.342014810826893,-0.664878003355618,-0.954989690706521,-1.01614928076195,-2.10207985959887,-0.585069556515265,-0.708144507937169,-0.320446065116939,1.47673297857462,-1.06549509464379,0.19572465483264,0.0661475804316726,0.528244192800034,0.20862899702634,-0.723200028197424,-0.354934542829172,0.0646439491835465,-0.103721062184057,-0.197726447128104,-0.285147864774486,-0.346738791899945,0.14978107718108,-0.292011616926353,0.0619199290454422,0.0457956039228832,-0.497348305138808,-0.480424323123581,-0.0834410345486927,0.100409976638025,-0.0130283332618664,0.249307385936718,-0.230013403977355
1979-08-01,1.01052631578947e-06,7.56404210526316e-06,-0.322828336068038,-0.951317121093989,-0.852851195667822,0,-0.0799109928453873,0,-0.404548039580469,0,-1.59302133684207,-0.534041248039521,0.0469085519096815,-1.79495384801569,-1.32227299744272,-0.742281103835058,-0.718174283374611,-0.825206696252647,-0.0353175948474126,-0.794168485845526,-0.108978673665648,-0.344492545981673,-0.888364298758313,-0.942309269359569,-1.03726018372382,-1.9751751751004,-0.585069556515265,-0.708144507937169,-0.320446065116939,1.47673297857462,-1.06549509464379,0.19572465483264,0.0661475804316726,0.528244192800034,0.20862899702634,-0.723200028197424,-0.354934542829172,0.0646439491835465,-0.103721062184057,-0.197726447128104,-0.285147864774486,-0.346738791899945,0.14978107718108,-0.292011616926353,0.0619199290454422,0.0457956039228832,-0.497348305138808,-0.480424323123581,-0.0834410345486927,0.100409976638025,-0.0130283332618664,0.249307385936718,-0.230013403977355
1979-09-01,1.76842105263158e-06,1.80525473684211e-05,-0.785737658549141,-0.275624672677693,0.0741497651448679,0,1.20715276339175,0,-0.578519216155778,0,-1.44388230390205,-0.526893382857986,-0.0938960861371823,-1.62213575386387,-0.297657416340205,-0.500112748640377,-0.74717288629506,0.254925670402038,-0.0172671424987741,-0.796868819298396,-0.110289940287628,-0.344275695325007,0.0632860728625484,-0.871708951609023,-1.07625246918995,-1.76864433565073,-0.585069556515265,-0.708144507937169,-0.320446065116939,1.47673297857462,-1.06549509464379,0.19572465483264,0.0661475804316726,0.528244192800034,0.20862899702634,-0.723200028197424,-0.354934542829172,0.0646439491835465,-0.103721062184057,-0.197726447128104,-0.285147864774486,-0.346738791899945,0.14978107718108,-0.292011616926353,0.0619199290454422,0.0457956039228832,-0.497348305138808,-0.480424323123581,-0.0834410345486927,0.100409976638025,-0.0130283332618664,0.249307385936718,-0.230013403977355
1979-10-01,NA,2.09691789473684e-05,0.534101324162924,0.542072661760098,0.711098379563623,0,0.49370069389545,0,0.0266177090100456,0,-0.95497196795786,-0.437580503219563,-0.452529290080624,-1.52948598611076,-0.66456043915347,0.0232765388707971,-0.0337742594864503,0.579288413034003,-0.618709602525172,-0.79748155691682,-0.11023989381346,-0.342731553639401,-0.583397332996135,-0.691725036217039,-1.10584929118127,-1.61419148189235,-0.585069556515265,-0.708144507937169,-0.320446065116939,1.47673297857462,-1.06549509464379,0.19572465483264,0.0661475804316726,0.528244192800034,0.20862899702634,-0.723200028197424,-0.354934542829172,0.0646439491835465,-0.103721062184057,-0.197726447128104,-0.285147864774486,-0.346738791899945,0.14978107718108,-0.292011616926353,0.0619199290454422,0.0457956039228832,-0.497348305138808,-0.480424323123581,-0.0834410345486927,0.100409976638025,-0.0130283332618664,0.249307385936718,-0.230013403977355
