"names","importance"
"pcr",0.241714102662915
"precipitation",0.013157403163702
"temperature",0.0215105424621514
"referencePotET",0.0202836346064388
"desalinationAbstraction",0.00859569190322882
"surfaceWaterInf",0.0294245007875842
"snowCoverSWE",0.0257203369721913
"directRunoff",0.0199167368263229
"snowFreeWater",0.0350681603014392
"industryWaterWithdrawal",0.00814412242048344
"interflowTotal",0.0269193732779186
"totalGroundwaterAbstraction",0.0102016253462855
"domesticWaterWithdrawal",0.00653125742124147
"surfaceWaterAbstraction",0.00743436312300179
"storUppTotal",0.0168136459142236
"totalEvaporation",0.0655077110616941
"livestockWaterWithdrawal",0.0108643722119561
"fossilGroundwaterAbstraction",0.0337781038467994
"storGroundwater",0.00962432268552848
"gwRecharge",0.081447954231647
"baseflow",0.0127936064921418
"irrigationWaterWithdrawal",0.0474464423868235
"surfaceWaterStorage",0.0185016619640839
"storLowTotal",0.035370868184463
"nonIrrWaterConsumption",0.00593368259259886
